No,full_text,username,tweet_tokens_stemmed,n_token,n_token_unik,entropy_bit,entropy_max,entropy_norm
345,keberlanjutan program makan bergizi gratis adalah tanggung jawab bersama demi mewujudkan indonesia yang lebih hebat,cufyacatro,"['lanjut', 'program', 'makan', 'gizi', 'gratis', 'tanggung', 'wujud', 'indonesia', 'hebat']",9,9,3.169925001429328,3.169925001442312,1.0
346,program makan bergizi gratis tidak hanya memberi makan tapi juga mengedukasi siswa tentang pentingnya pola makan sehat seumur hidup,cufyacatro,"['program', 'makan', 'gizi', 'gratis', 'makan', 'edukasi', 'siswa', 'pola', 'makan', 'sehat', 'umur', 'hidup']",12,10,3.1887218755264395,3.321928094887362,0.959901
347,ekonom malaysia menyebut program makan bergizi gratis sebagai investasi besar bagi masa depan tepat sekali karena anak yang sehat dan tercukupi gizinya hari ini adalah tenaga produktif dan generasi unggul di masa depan,xquitavee,"['ekonom', 'malaysia', 'sebut', 'program', 'makan', 'gizi', 'gratis', 'investasi', 'anak', 'sehat', 'cukup', 'gizi', 'tenaga', 'produktif', 'generasi', 'unggul']",16,15,3.8749999999783586,3.9068905956085187,0.991837
348,kepala bgn ajak kampus bangun dapur makan bergizi gratis,GoRiauCom,"['kepala', 'bgn', 'ajak', 'kampus', 'bangun', 'dapur', 'makan', 'gizi', 'gratis']",9,9,3.169925001429328,3.169925001442312,1.0
349,program makan bergizi gratis mbg ternyata punya dampak luar biasa di papua di wilayah pesisir danau sentani semangat anakanak untuk bersekolah meningkat drastis,Wage_Esuk,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'dampak', 'papua', 'wilayah', 'pesisir', 'danau', 'sentani', 'semangat', 'anakanak', 'sekolah', 'tingkat', 'drastis']",16,16,3.9999999999769167,4.0,1.0
350,program makan bergizi gratis terbukti efektif meningkatkan kepuasan dan kesejahteraan masyarakat,RosaJaanne,"['program', 'makan', 'gizi', 'gratis', 'bukti', 'efektif', 'tingkat', 'puas', 'sejahtera', 'masyarakat']",10,10,3.3219280948729355,3.321928094887362,1.0
351,kebijakan makan bergizi gratis menghadirkan manfaat nyata bagi peningkatan kualitas hidup masyarakat,RosaJaanne,"['bijak', 'makan', 'gizi', 'gratis', 'hadir', 'manfaat', 'nyata', 'tingkat', 'kualitas', 'hidup', 'masyarakat']",11,11,3.4594316186214273,3.4594316186372973,1.0
352,pemerintahan prabowogibran menunjukkan efektivitas program melalui makan bergizi gratis yang dirasakan langsung oleh masyarakat,RosaJaanne,"['perintah', 'prabowogibran', 'efektivitas', 'program', 'makan', 'gizi', 'gratis', 'rasa', 'langsung', 'masyarakat']",10,10,3.3219280948729355,3.321928094887362,1.0
353,program makan bergizi gratis menjadi solusi nyata dalam meningkatkan kesejahteraan dan kualitas gizi masyarakat,RosaJaanne,"['program', 'makan', 'gizi', 'gratis', 'solusi', 'nyata', 'tingkat', 'sejahtera', 'kualitas', 'gizi', 'masyarakat']",11,10,3.277613436804688,3.321928094887362,0.98666
354,ekonom global asal malaysia shan saeed menilai program makan bergizi gratis mbg bukan sekadar bantuan sosial melainkan investasi besar bagi masa depan indonesia,Wage_Esuk,"['ekonom', 'global', 'malaysia', 'shan', 'saeed', 'nilai', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'bantu', 'sosial', 'investasi', 'indonesia']",15,15,3.906890595586879,3.9068905956085187,1.0
355,efektivitas makan bergizi gratis terlihat dari meningkatnya kepuasan masyarakat terhadap program pemerintah,RosaJaanne,"['efektivitas', 'makan', 'gizi', 'gratis', 'tingkat', 'puas', 'masyarakat', 'program', 'perintah']",9,9,3.169925001429328,3.169925001442312,1.0
356,presiden prabowo subianto meninjau langsung hasil revitalisasi sekolah serta pelaksanaan program makan bergizi gratis mbg di sman cilacap pada rabu prabowo melihat kondisi fasilitas sekolah pasca revitalisasi serta berinteraksi dengan siswa dan tenaga pendidik,Beritasatu,"['presiden', 'prabowo', 'subianto', 'tinjau', 'langsung', 'hasil', 'revitalisasi', 'sekolah', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sman', 'cilacap', 'rabu', 'prabowo', 'kondisi', 'fasilitas', 'sekolah', 'pasca', 'revitalisasi', 'interaksi', 'siswa', 'tenaga', 'didik']",27,24,4.532665279906622,4.584962500721156,0.988594
357,program makan bergizi gratis memberikan dampak positif bagi kesejahteraan masyarakat secara luas,JulieMarshaa,"['program', 'makan', 'gizi', 'gratis', 'dampak', 'positif', 'sejahtera', 'masyarakat', 'luas']",9,9,3.169925001429328,3.169925001442312,1.0
358,makan bergizi gratis menjadi bukti nyata program pemerintah yang efektif dan dirasakan manfaatnya,JulieMarshaa,"['makan', 'gizi', 'gratis', 'bukti', 'nyata', 'program', 'perintah', 'efektif', 'rasa', 'manfaat']",10,10,3.3219280948729355,3.321928094887362,1.0
359,program makan bergizi gratis mendukung peningkatan kesejahteraan masyarakat melalui akses gizi yang lebih baik,JulieMarshaa,"['program', 'makan', 'gizi', 'gratis', 'dukung', 'tingkat', 'sejahtera', 'masyarakat', 'akses', 'gizi']",10,9,3.1219280948743777,3.169925001442312,0.984859
360,efektivitas program makan bergizi gratis menunjukkan komitmen pemerintah dalam meningkatkan kepuasan publik,JulieMarshaa,"['efektivitas', 'program', 'makan', 'gizi', 'gratis', 'komitmen', 'perintah', 'tingkat', 'puas', 'publik']",10,10,3.3219280948729355,3.321928094887362,1.0
361,program ini investasi sumber daya manusia bukan beban yang harus dipangkas sembarangan lebih baik cari efisiensi di tempat lain daripada potong hak anakanak makan bergizi,virginiepw,"['program', 'investasi', 'sumber', 'daya', 'manusia', 'beban', 'pangkas', 'sembarang', 'cari', 'efisiensi', 'potong', 'hak', 'anakanak', 'makan', 'gizi']",15,15,3.906890595586879,3.9068905956085187,1.0
362,asean mulai melirik indonesia justru melangkah lebih dulu dari program makan bergizi kita bukan cuma bergerakkita jadi inspirasi dulu diragukan sekarang jadi rujukan dari lokal untuk regional dari ide jadi solusi nyata,kimiriarika,"['asean', 'lirik', 'indonesia', 'lang', 'program', 'makan', 'gizi', 'bergerakkita', 'inspirasi', 'ragu', 'rujuk', 'lokal', 'regional', 'ide', 'solusi', 'nyata']",16,16,3.9999999999769167,4.0,1.0
363,indonesia kini bukan lagi pengikut tapi trendsetter gizi di asia tenggara program makan bergizi gratis mbg jadi bukti nyata bahwa manajemen bangsa kita mampu jadi kiblat bagi negara tetangga dari indonesia untuk asean,asepxnj3,"['indonesia', 'ikut', 'trendsetter', 'gizi', 'asia', 'tenggara', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'bukti', 'nyata', 'manajemen', 'bangsa', 'kiblat', 'negara', 'tetangga', 'indonesia', 'asean']",20,18,4.121928094861394,4.169925001442312,0.98849
364,program makan bergizi gratis yang dianggap beban negara oleh sekelompok orang ternyata adalah harapan bagi anak anak indonesia dan penerima manfaat lainnya melihat besarnya harapan maka adalah pilihan terbaik bekasi pppa munchen liga champions nih,Aprilia_wiji,"['program', 'makan', 'gizi', 'gratis', 'anggap', 'beban', 'negara', 'kelompok', 'orang', 'harap', 'anak', 'anak', 'indonesia', 'terima', 'manfaat', 'besar', 'harap', 'pilih', 'baik', 'bekas', 'pppa', 'munchen', 'liga', 'champions']",24,22,4.418295834022749,4.459431618637297,0.990776
365,manfaat program makan bergizi gratis itu mampu menekan gangguan belajar akibat rasa lapar dan siswa dapat lebih fokus untuk menyimak pelajaran,tXtsebarinfo,"['manfaat', 'program', 'makan', 'gizi', 'gratis', 'tekan', 'ganggu', 'ajar', 'akibat', 'lapar', 'siswa', 'fokus', 'simak', 'ajar']",14,13,3.664497779181707,3.700439718141092,0.990287
366,cukup masjid pas jumat an atau minggu pagi kasih makan gratis dr infak donatur mbg dr negara kan dr pajak lebih baik pajak utk membangun infrastructure yg rusak di daerah dan menciptakan iklim ekonomi yg kondusif shg ortu bs mmberikan makan bergizi amp menyekolahkan anaknya,SukaBaca2000,"['masjid', 'pas', 'jumat', 'an', 'minggu', 'pagi', 'kasih', 'makan', 'gratis', 'dari', 'infak', 'donatur', 'mbg', 'dari', 'negara', 'dari', 'pajak', 'pajak', 'bangun', 'infrastructure', 'rusak', 'daerah', 'cipta', 'iklim', 'ekonomi', 'kondusif', 'shg', 'orang tua', 'bisa', 'mmberikan', 'makan', 'gizi', 'sekolah', 'anak']",34,30,4.829966149966957,4.906890595608519,0.984323
367,program makan bergizi gratis sukses besar jutaan penerima manfaat lapangan kerja kebuka ekonomi lokal stonks,Fitri4Astiana,"['program', 'makan', 'gizi', 'gratis', 'sukses', 'juta', 'terima', 'manfaat', 'lapang', 'kerja', 'buka', 'ekonomi', 'lokal', 'stonks']",14,14,3.807354922037407,3.807354922057604,1.0
368,program makan bergizi gratis di banten terus membuktikan hasil nyata lebih dari juta penerima manfaat ribuan lapangan kerja terbuka dan ekonomi lokal bergerak gizi terpenuhi generasi banten makin kuat,mahardikaagh,"['program', 'makan', 'gizi', 'gratis', 'banten', 'bukti', 'hasil', 'nyata', 'juta', 'terima', 'manfaat', 'ribu', 'lapang', 'kerja', 'buka', 'ekonomi', 'lokal', 'gerak', 'gizi', 'penuh', 'generasi', 'banten', 'kuat']",23,21,4.349648912548455,4.392317422778761,0.990286
369,program makan bergizi gratis mbg bukan cuma soal makan gratis badan gizi nasional bgn menyebut program ini ikut mendorong perputaran ekonomi daerah lewat anggaran jumbo rp triliun,periskopid,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'makan', 'gratis', 'badan', 'gizi', 'nasional', 'bgn', 'sebut', 'program', 'dorong', 'putar', 'ekonomi', 'daerah', 'anggar', 'jumbo', 'rp', 'triliun']",21,17,4.011365041801853,4.087462841250339,0.981383
370,gak cuma kasih makan tapi juga kasih kepastian dengan evaluasi ini program makan bergizi gratis makin transparan dan akuntabel kita dukung penuh,GathanRasy59309,"['kasih', 'makan', 'kasih', 'pasti', 'evaluasi', 'program', 'makan', 'gizi', 'gratis', 'transparan', 'akuntabel', 'dukung', 'penuh']",13,11,3.3927474104329143,3.4594316186372973,0.980724
371,presiden subianto melakukan inspeksi mendadak terhadap hasil revitalisasi sekolah serta pelaksanaan program makan bergizi gratis mbg di sman cilacap jawa tengah rabu,kangdede78,"['presiden', 'subianto', 'inspeksi', 'dadak', 'hasil', 'revitalisasi', 'sekolah', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'sman', 'cilacap', 'jawa', 'rabu']",17,17,4.087462841225814,4.087462841250339,1.0
372,menuju masa depan yang lebih sehat program makan bergizi gratis mbg di tahun fokus pada anakanak dalam seribu hari pertama kehidupan bersama kita pastikan gizi yang tepat sasaran,KabarNegeri_,"['sehat', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'fokus', 'anakanak', 'ribu', 'hidup', 'pasti', 'gizi', 'sasar']",13,12,3.546593564277625,3.584962500721156,0.989297
373,senyum anakanak papua merekah berkat program makan bergizi gratis kini mereka lebih bersemangat berangkat sekolah dan belajar karena asupan gizi yang terjamin harapan baru sedang tumbuh di bumi cendrawasih untuk masa depan indonesia yang lebih cerah,oxrth_,"['senyum', 'anakanak', 'papua', 'mere', 'berkat', 'program', 'makan', 'gizi', 'gratis', 'semangat', 'berangkat', 'sekolah', 'ajar', 'asupan', 'gizi', 'jamin', 'harap', 'tumbuh', 'bumi', 'cendrawasih', 'indonesia', 'cerah']",22,21,4.368522527697911,4.392317422778761,0.994583
374,program makan bergizi gratis di sukoharjo membuka pintu inklusivitas rohmat riyadi seorang penyandang disabilitas kini punya penghasilan tetap dengan bekerja di dapur mbg bukti nyata bahwa program ini membawa manfaat ekonomi dan martabat bagi sesama,nanaenaaa_,"['program', 'makan', 'gizi', 'gratis', 'sukoharjo', 'buka', 'pintu', 'inklusivitas', 'rohmat', 'riyadi', 'sandang', 'disabilitas', 'hasil', 'dapur', 'mbg', 'bukti', 'nyata', 'program', 'bawa', 'manfaat', 'ekonomi', 'martabat']",22,21,4.368522527697911,4.392317422778761,0.994583
375,indonesia kembali membuktikan kepemimpinannya di kancah regional melalui program makan bergizi gratis mbg kita tidak hanya membangun generasi emas di dalam negeri tapi juga menjadi kiblat gizi bagi negaranegara tetangga di asean,Feliciapoet,"['indonesia', 'bukti', 'pimpin', 'kancah', 'regional', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'bangun', 'generasi', 'emas', 'negeri', 'kiblat', 'gizi', 'negaranegara', 'tetangga', 'asean']",19,18,4.14266435552288,4.169925001442312,0.993463
376,anggota dpr ri fraksi gerindra maruf mubarok gus mamak melakukan kunjungan kerja pengawasan ke sppg jatirejoyoso malang kunjungan ini bertujuan memastikan kualitas dan standar program makan bergizi gratis mbg terjaga demi kesejahteraan masyarakat,BeritaTerbaaru,"['anggota', 'dpr', 'ri', 'fraksi', 'gerindra', 'maruf', 'mubarok', 'gus', 'mamak', 'kunjung', 'kerja', 'awas', 'sppg', 'jatirejoyoso', 'malang', 'kunjung', 'tuju', 'kualitas', 'standar', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'jaga', 'sejahtera', 'masyarakat']",27,26,4.680813428051884,4.700439718141092,0.995825
377,program makan bergizi gratis mbg yang didorong asosiasi pengusaha dapur buat lanjut sampai tahun ini bikin gelenggeleng apalagi kalau anggarannya segede itu,sejutainfo2025,"['program', 'makan', 'gizi', 'gratis', 'mbg', 'dorong', 'asosiasi', 'usaha', 'dapur', 'gelenggeleng', 'anggar', 'gede']",12,12,3.584962500703843,3.584962500721156,1.0
378,di tengah keraguan dalam negeri justru kawasan asean mulai melirik dan belajar dari indonesia program makan bergizi gratis mbg kini tak lagi sekadar inisiatif nasional tetapi telah menjadi contoh praktik terbaik yang dibagikan ke berbagai negara di asia,AldhyOhrlla12,"['ragu', 'negeri', 'kawasan', 'asean', 'lirik', 'ajar', 'indonesia', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'inisiatif', 'nasional', 'contoh', 'praktik', 'baik', 'bagi', 'negara', 'asia']",20,20,4.321928094858508,4.321928094887363,1.0
379,banten juta menerima program makan bergizi ayo dukung,BImamudin956,"['banten', 'juta', 'terima', 'program', 'makan', 'gizi', 'ayo', 'dukung']",8,8,2.9999999999884586,3.0,1.0
380,makan bergizi gratis mbg beneran jadi harapan baru buat adekadek di papua liat deh senyum mereka pas makan jadi makin semangat sekolah amp belajar programnya gacor parah buat masa depan anak bangsa,NinaUlezzz,"['makan', 'gizi', 'gratis', 'mbg', 'beneran', 'harap', 'adekadek', 'papua', 'lihat', 'deh', 'senyum', 'pas', 'makan', 'semangat', 'sekolah', 'ajar', 'program', 'gacor', 'parah', 'anak', 'bangsa']",21,20,4.297079327511811,4.321928094887363,0.994251
381,makan bergizi gratis bukan sekadar bantuan tetapi bagian dari transformasi gizi bangsa yang diperkuat oleh pilar mbg kuat untuk meningkatkan kualitas sdm,EHoschek22710,"['makan', 'gizi', 'gratis', 'bantu', 'transformasi', 'gizi', 'bangsa', 'kuat', 'pilar', 'mbg', 'kuat', 'tingkat', 'kualitas', 'sdm']",14,12,3.5216406363260067,3.584962500721156,0.982337
382,siswa terlihat sangat bahagia menyambut program makan bergizi gratis karena membantu pemenuhan nutrisi mereka setiap hari sekolah demi mewujudkan generasi,jinkyong281562,"['siswa', 'bahagia', 'sambut', 'program', 'makan', 'gizi', 'gratis', 'bantu', 'penuh', 'nutrisi', 'sekolah', 'wujud', 'generasi']",13,13,3.7004397181223365,3.700439718141092,1.0
383,kayanya kalo aku masih kuliah bakalan ambil judul skripsi implementasi kebijakan program makan bergizi gratis mbg dalam perspektif good governance di indonesia tapi abis itu mati karna penguji ketua prodi terus penguji wakil ketua prodi magister langsung mati ditempat sy,sptnism_,"['seperti', 'kuliah', 'ambil', 'judul', 'skripsi', 'implementasi', 'bijak', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'perspektif', 'good', 'governance', 'indonesia', 'habis', 'mati', 'karena', 'uji', 'ketua', 'prodi', 'uji', 'wakil', 'ketua', 'prodi', 'magister', 'langsung', 'mati', 'tempat', 'sy']",31,27,4.696131794218889,4.754887502163468,0.987643
384,babinsa letawa pastikan program makan bergizi tepat sasaran penerima manfaat terlayani,1427_kodim,"['babinsa', 'letawa', 'pasti', 'program', 'makan', 'gizi', 'sasar', 'terima', 'manfaat', 'layan']",10,10,3.3219280948729355,3.321928094887362,1.0
385,siapa yg ngotot ingin hentikan mbg tentu lawan politik yg kalah pilpres lalu sekarang anak sekolah makin goat belajar krn dapat makan bergizi gratis,anisadina99,"['ngotot', 'henti', 'mbg', 'lawan', 'politik', 'kalah', 'pilpres', 'anak', 'sekolah', 'goat', 'ajar', 'makan', 'gizi', 'gratis']",14,14,3.807354922037407,3.807354922057604,1.0
386,reaksi haru siswa saat mengira program berakhir menunjukkan betapa berartinya makan bergizi gratis bagi mereka program ini nyata membantu meringankan beban ekonomi keluarga di sekolah bekasi turut ka argo bromo anggrek,KaylaSwatantri,"['reaksi', 'haru', 'siswa', 'program', 'betapa', 'arti', 'makan', 'gizi', 'gratis', 'program', 'nyata', 'bantu', 'ringan', 'beban', 'ekonomi', 'keluarga', 'sekolah', 'bekas', 'kakak', 'argo', 'bromo', 'anggrek']",22,21,4.368522527697911,4.392317422778761,0.994583
387,kunjungan tersebut untuk meninjau hasil revitalisasi bangunan sekolah sekaligus mengecek pelaksanaan program makan bergizi gratis mbg,mediaindonesia,"['kunjung', 'tinjau', 'hasil', 'revitalisasi', 'bangun', 'sekolah', 'ecek', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg']",13,13,3.7004397181223365,3.700439718141092,1.0
388,kerjasama strategis dapur mitra memastikan setiap sarana prasarana yang digunakan sudah standar operasional terbaik demi menjamin keberhasilan program makan bergizi gratis untuk generasi masa depan,zilvoria,"['kerjasama', 'strategis', 'dapur', 'mitra', 'sarana', 'prasarana', 'standar', 'operasional', 'baik', 'jamin', 'hasil', 'program', 'makan', 'gizi', 'gratis', 'generasi']",16,16,3.9999999999769167,4.0,1.0
389,jangan hari sabtu doang hapus makan bergizi gratis udah anggaran bakal selamat,fanisacharm,"['sabtu', 'doang', 'hapus', 'makan', 'gizi', 'gratis', 'sudah', 'anggar', 'selamat']",9,9,3.169925001429328,3.169925001442312,1.0
390,bismillah kepada yth pimpinan kpk ppatk serta menkeu apakah benar program mbg makan bergizi gratis adlh proyek yg lebih dikuasai anggota dewan kepolisian aparatur negara individu yg memiliki akses ke lingkaran penguasa tolong dilakukan audit amp investigasi,AssegafAlbar,"['bismillah', 'yth', 'pimpin', 'kpk', 'ppatk', 'menkeu', 'program', 'mbg', 'makan', 'gizi', 'gratis', 'adalah', 'proyek', 'asai', 'anggota', 'dewan', 'polisi', 'aparatur', 'negara', 'individu', 'milik', 'akses', 'lingkar', 'kuasa', 'tolong', 'audit', 'investigasi']",27,27,4.7548875021245145,4.754887502163468,1.0
391,bukan sekadar makan gratis banyak yang tanya kenapa sih mbg makan bergizi gratis jadi kunci buat masa depan indonesia jawabannya simpelt perut kenyang otak cemerlang kesenjangan pun berkurang,JKT_hariesok,"['makan', 'gratis', 'mbg', 'makan', 'gizi', 'gratis', 'kunci', 'indonesia', 'jawab', 'simpelt', 'perut', 'kenyang', 'otak', 'cemerlang', 'senjang', 'kurang']",16,14,3.7499999999798015,3.807354922057604,0.984936
392,makan bergizi gratis,kyoukai691,"['makan', 'gizi', 'gratis']",3,3,1.584962500716828,1.584962500721156,1.0
393,gonku iki asli makan bergizi gratis duduk makan beracun gratis dannn gk pake duit pajak masake,annebolleyn_,"['gonku', 'ini', 'asli', 'makan', 'gizi', 'gratis', 'duduk', 'makan', 'racun', 'gratis', 'dannn', 'tidak', 'pakai', 'uang', 'pajak', 'masake']",16,14,3.7499999999798015,3.807354922057604,0.984936
394,program mbg prabowo dibilang konyol amp dzalim oleh kh marzuki mustamar masa anak orang kaya di sekolah elit dipaksa makan siang gratis standar ribu bisabisa cuma diliatin doang anggaran negara kok dipaksain buat yang gak butuh,YudhaShanny2,"['program', 'mbg', 'prabowo', 'bilang', 'konyol', 'dzalim', 'kh', 'marzuki', 'mustamar', 'anak', 'orang', 'seperti', 'sekolah', 'elit', 'paksa', 'makan', 'siang', 'gratis', 'standar', 'ribu', 'bisabisa', 'diliatin', 'doang', 'anggar', 'negara', 'dipaksain', 'butuh']",27,27,4.7548875021245145,4.754887502163468,1.0
395,dukung program makan bergizi gratis,nagaredno,"['dukung', 'program', 'makan', 'gizi', 'gratis']",5,5,2.321928094880149,2.321928094887362,1.0
396,kh marzuki mustamar blakblakan sebut program makan gratis prabowo itu dzalim kalau dipaksakan rata ke semua sekolah anak elit kok dikasih makan standar rakyat jelata jgn sampai anggaran rakyat cuma jadi bahan mencari celah korupsi bekasi mei,YudhaShanny2,"['kh', 'marzuki', 'mustamar', 'blakblakan', 'program', 'makan', 'gratis', 'prabowo', 'dzalim', 'paksa', 'sekolah', 'anak', 'elit', 'kasih', 'makan', 'standar', 'rakyat', 'jelata', 'anggar', 'rakyat', 'bahan', 'cari', 'celah', 'korupsi', 'bekas', 'mei']",26,24,4.546593564260315,4.584962500721156,0.991632
397,presiden prabowo subianto menegaskan bahwa hingga saat ini banyak negara belajar program makan bergizi gratis mbg karena pemerintah indonesia melalui kebijakan itu mampu melayani lebih dari juta penerima manfaat secara rutin,ANTARABengkulu,"['presiden', 'prabowo', 'subianto', 'negara', 'ajar', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'perintah', 'indonesia', 'bijak', 'layan', 'juta', 'terima', 'manfaat', 'rutin']",18,18,4.169925001416344,4.169925001442312,1.0
398,gus mamak tinjau dapur mbg di malang pastikan program akan bergizi gratis berjalan sesuai standar bekasi jule yordania,tukang_sate1903,"['gus', 'mamak', 'tinjau', 'dapur', 'mbg', 'malang', 'pasti', 'program', 'gizi', 'gratis', 'jalan', 'sesuai', 'standar', 'bekas', 'jule', 'yordania']",16,16,3.9999999999769167,4.0,1.0
399,gus mamak tinjau dapur makan bergizi gratis di malang bekasi jule yordania,WiwitAntuni,"['gus', 'mamak', 'tinjau', 'dapur', 'makan', 'gizi', 'gratis', 'malang', 'bekas', 'jule', 'yordania']",11,11,3.4594316186214273,3.4594316186372973,1.0
400,yang dibutuhkan rakyat itu lapangan kerja pendidikan gratis buat anaknya pak kalau orang tuanya pada kerja pasti mereka mampu kasih makan anaknya bahkan bisa lebih bergizi drpd yg dikasih anda,MamangReborn,"['butuh', 'rakyat', 'lapang', 'kerja', 'didik', 'gratis', 'anak', 'orang', 'tua', 'kerja', 'kasih', 'makan', 'anak', 'gizi', 'daripada', 'kasih']",16,13,3.6249999999812443,3.700439718141092,0.979613
401,sidang mk pihak terkait sebut mbg konstitusional dan bagian dari pendidikan nasional jakarta pihak terkait dalam sidang uji materi pasal ayat beserta penjelasannya dalam undangundang nomor tahun tentang apbn menegaskan bahwa program makan bergizi gratis,RadioElshinta,"['sidang', 'mk', 'kait', 'mbg', 'konstitusional', 'didik', 'nasional', 'jakarta', 'kait', 'sidang', 'uji', 'materi', 'pasal', 'ayat', 'serta', 'jelas', 'undangundang', 'nomor', 'apbn', 'program', 'makan', 'gizi', 'gratis']",23,21,4.349648912548455,4.392317422778761,0.990286
402,kesehatan masyarakat adalah prioritas utama melalui instruksi tegas presiden prabowo subianto badan gizi nasional kini memperketat pengawasan terhadap seluruh dapur program makan bergizi gratis mbg,lmillerthriller,"['sehat', 'masyarakat', 'prioritas', 'utama', 'instruksi', 'presiden', 'prabowo', 'subianto', 'badan', 'gizi', 'nasional', 'ketat', 'awas', 'dapur', 'program', 'makan', 'gizi', 'gratis', 'mbg']",19,18,4.14266435552288,4.169925001442312,0.993463
403,prabowo subianto menegaskan program makan bergizi gratis mbg akan terus dilanjutkan hingga selesai meski diakui masih ada kekurangan yang akan diperbaiki ia menyebut program tersebut sudah memberikan dampak terutama bagi petani dan nelayan karena hasil produksi mereka kini,kumparan,"['prabowo', 'subianto', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'lanjut', 'selesai', 'aku', 'kurang', 'baik', 'sebut', 'program', 'dampak', 'tani', 'nelayan', 'hasil', 'produksi']",19,18,4.14266435552288,4.169925001442312,0.993463
404,pemerintah terus memperkuat komitmen dalam menjaga kepercayaan publik melalui perbaikan program makan bergizi gratis langkah ini dilakukan untuk memastikan kualitas akuntabilitas dan keberlanjutan program tetap terjaga demi peningkatan gizi masyarakat,VokalRakyat,"['perintah', 'kuat', 'komitmen', 'jaga', 'percaya', 'publik', 'baik', 'program', 'makan', 'gizi', 'gratis', 'langkah', 'kualitas', 'akuntabilitas', 'lanjut', 'program', 'jaga', 'tingkat', 'gizi', 'masyarakat']",20,17,4.021928094862837,4.087462841250339,0.983967
405,dalam kunjungan kerja ke sma negeri cilacap presiden subianto menyapa langsung para siswa beliau dgn senang hati mencicipi kue hasil usaha siswa sekaligus meninjau pelaksanaan program makan bergizi gratis mbg dan revitalisasi sekolah tak hanya mencicipi presiden,kangdede78,"['kunjung', 'kerja', 'sma', 'negeri', 'cilacap', 'presiden', 'subianto', 'sapa', 'langsung', 'siswa', 'beliau', 'senang', 'hati', 'cicip', 'kue', 'hasil', 'usaha', 'siswa', 'tinjau', 'laksana', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'revitalisasi', 'sekolah', 'cicip', 'presiden']",29,26,4.6510844433659235,4.700439718141092,0.9895
406,gus mamak turun langsung meninjau kesiapan dan kebersihan dapur program makan bergizi gratis mbg di malang bukan sekadar meninjau beliau ingin memastikan bahwa setiap piring yang tersaji mengandung gizi seimbang dan diolah dengan standar higienitas yang tinggi,Arziky28067,"['gus', 'mamak', 'turun', 'langsung', 'tinjau', 'kesiap', 'bersih', 'dapur', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'malang', 'tinjau', 'beliau', 'piring', 'saji', 'kandung', 'gizi', 'imbang', 'olah', 'standar', 'higienitas']",24,22,4.418295834022749,4.459431618637297,0.990776
407,presiden prabowo subianto menyampaikan kebermanfaatan program prioritas makan bergizi gratis mbg dan koperasi desakelurahan merah putih kdkmp dalam sambutannya di cilacap rabu terkait mbg ia menjelaskan bahwa banyak negara kini menjadikannya referensi karena,Metro_TV,"['presiden', 'prabowo', 'subianto', 'manfaat', 'program', 'prioritas', 'makan', 'gizi', 'gratis', 'mbg', 'koperasi', 'desakelurahan', 'merah', 'putih', 'kdkmp', 'sambut', 'cilacap', 'rabu', 'kait', 'mbg', 'negara', 'jadi', 'referensi']",23,22,4.436605434286142,4.459431618637297,0.994881
408,min peenah denger program yg dia kasih nama makan bergizi gratis,aysareed,"['admin', 'peenah', 'dengar', 'program', 'kasih', 'nama', 'makan', 'gizi', 'gratis']",9,9,3.169925001429328,3.169925001442312,1.0
409,kepala badan gizi nasional bgn mendorong perguruan tinggi ikut terlibat dalam pembangunan dapur program makan bergizi gratis mbg kampus dinilai memiliki sumber daya pengetahuan dan kapasitas untuk membantu memperluas jangkauan sekaligus meningkatkan kualitas pelaksanaan,wartadewan,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dorong', 'guru', 'libat', 'bangun', 'dapur', 'program', 'makan', 'gizi', 'gratis', 'mbg', 'kampus', 'nilai', 'milik', 'sumber', 'daya', 'tahu', 'kapasitas', 'bantu', 'luas', 'jangkau', 'tingkat', 'kualitas', 'laksana']",28,27,4.735926350590079,4.754887502163468,0.996012
